,Domain,Company,Location,Start_Date,Duration,Stipend,Apply_by
6755,Marketing,Saizen Global Insights & Consulting,Work From Home,Immediately,2 Months,"1,000 /month +  Incentives",19 Aug' 22
6756,Business Development (Sales),Talent Gym,Indore,Immediately,1 Month,"2,000 /month +  Incentives",19 Aug' 22
6757,Architecture,Jainal Kuvadia,Ahmedabad,Immediately,6 Months,"5,000 /month",19 Aug' 22
6758,Graphic Design,IPS Technical Solutions Private Limited,Delhi,Immediately,3 Months,"17,500 /month",19 Aug' 22
6759,Fundraising,People For Animals,Work From Home,Immediately,2 Months,Unpaid,19 Aug' 22
6760,Digital Marketing,Seventh Technology,Indore,Immediately,3 Months,"2,000-5,000 /month",19 Aug' 22
6761,Human Resources (HR),Lilamigosnest,Hyderabad,Immediately,3 Months,"10,000 /month",19 Aug' 22
6762,Animation Design,Your Retail Coach (YRC),Work From Home,Immediately,6 Months,"5,000 /month",19 Aug' 22
6763,Finance Research,BDCC,Mumbai,Immediately,6 Months,"6,500 /month",19 Aug' 22
6764,Education Sales,TrainingInbox Edtech Private Limited,Mumbai,Immediately,6 Months,"6,000-10,000 /month",19 Aug' 22
6765,Business Development (Sales),Football Plus Professional Soccer Academy,Chennai,Immediately,2 Months,"10,000 /month",19 Aug' 22
6766,Digital Marketing,Technocrown Solutions Private Limited,Noida,Immediately,3 Months,"3,000 /month",19 Aug' 22
6767,Digital Marketing,Xante (Alluvium Retail LLP),Gurgaon,Immediately,6 Months,"20,000-40,000 /month",20 Aug' 22
6768,Graphic Design,Zenture,Pune,Immediately,3 Months,"4,000 /month",20 Aug' 22
6769,Web Development,Vegan Baazaar Private Limited,Navi Mumbai,Immediately,3 Months,"6,000-8,000 /month",19 Aug' 22
6770,PHP Development,Antino Labs Private Limited,Gurgaon,Immediately,6 Months,"15,000 /month",19 Aug' 22
6771,Growth Hacking,Neeman's,Hyderabad,Immediately,4 Months,"10,000-25,000 /month",19 Aug' 22
6772,Operations,Yhills Edutech Private Limited,Delhi,Immediately,2 Months,"10,000 /month",20 Aug' 22
6773,Business Development (Sales),Dialmaz Exports,Faridabad,Immediately,6 Months,"12,000 /month",20 Aug' 22
6774,HR & Administration,Plus91 Technologies,Pune,Immediately,6 Months,"5,000 /month",19 Aug' 22
6775,Graphic Design,Fulcrum Resources Private Limited,Work From Home,Immediately,2 Months,"2,000-6,000 /month",20 Aug' 22
6776,Social Media Marketing,The Girlfriend Box (TGB),Mumbai,Immediately,3 Months,"5,000-15,000 /month",20 Aug' 22
6777,UX/UI Design,Atharva Infrastructures,Pune,Immediately,6 Months,"3,000 /month",19 Aug' 22
6778,Social Media Marketing,Chainlink Technology Private Limited,Chennai,Immediately,4 Months,"5,000-12,000 /month",20 Aug' 22
6779,WordPress Development,Fulcrum Resources Private Limited,Work From Home,Immediately,3 Months,"2,000-4,000 /month",20 Aug' 22
6780,Digital Marketing,Keyideas Infotech Private Limited,Work From Home,Immediately,3 Months,"7,000 /month",19 Aug' 22
6781,Search Engine Optimization (SEO),Moksha Lifestyle Products,Delhi,Immediately,6 Months,"5,000-10,000 /month",20 Aug' 22
6782,Operations,Sabudh Foundation,Mohali,Immediately,6 Months,"25,000 /month",19 Aug' 22
6783,Social Media Marketing,MavensWood Investments Limited,Work From Home,Immediately,3 Months,"10,000 /month",19 Aug' 22
6784,UI Development,Tradexa Technologies Private Limited,Pune,Immediately,6 Months,"12,000-15,000 /month",19 Aug' 22
6785,Human Resources (HR),IDesign Market,Delhi,Immediately,6 Months,"12,000 /month",19 Aug' 22
6786,Events & PR,Conceptmart,Indore,Immediately,2 Months,"5,000-8,000 /month",20 Aug' 22
6787,Human Resources (HR),Corporate Access Technology,Mohali,Immediately,3 Months,"8,000 /month +  Incentives",19 Aug' 22
6788,Data Analytics,Talent Corner HR Services,Work From Home,Immediately,3 Months,"10,000 lump sum",19 Aug' 22
6789,Statistics & Machine Learning,Bioscan,Ahmedabad,Immediately,6 Months,"5,000 /month",19 Aug' 22
6790,Business Development (Sales),Expertrons,Mumbai,Immediately,3 Months,"15,000 /month",19 Aug' 22
6791,Business Development (Sales),Techliance Consultancy LLP,Pune,Immediately,3 Months,"10,000 /month",19 Aug' 22
6792,Human Resources (HR),Zapfin Teknologies Private Limited,Pune,Immediately,6 Months,"8,000 /month",20 Aug' 22
6793,Social Media Marketing,Ampexcel Technologies,Work From Home,Immediately,3 Months,"5,000-15,000 /month",20 Aug' 22
6794,Service Engineering,MB Imaging Solutions,Delhi,Immediately,6 Months,"10,000 /month +  Incentives",19 Aug' 22
6795,Education QA,Suvy Classes,Work From Home,Immediately,3 Months,"1,000-3,000 /month",19 Aug' 22
6796,Human Resources (HR),Techno Wise,Ahmedabad,Immediately,3 Months,"10,000 /month",19 Aug' 22
6797,Project Coordination,Isourse,Delhi,Immediately,6 Months,"15,000 /month",19 Aug' 22
6798,Operations,Apollo Telehealth Services,Hyderabad,Immediately,3 Months,"10,000 /month",19 Aug' 22
6799,Business Development (Sales),Interview Kickstart,Work From Home,Immediately,3 Months,"30,000 /month",19 Aug' 22
6800,Content Writing,Flights Choice Private Limited,Delhi,Immediately,6 Months,"10,000 /month",19 Aug' 22
6801,MIS Management,Talent Corner HR Services,Work From Home,Immediately,3 Months,"10,000 lump sum",19 Aug' 22
6802,Data Research,Talent Corner HR Services,Work From Home,Immediately,3 Months,"10,000 lump sum",19 Aug' 22
6803,Integration Support,ExactSpace,Bangalore,Immediately,6 Months,"12,000 /month",19 Aug' 22
6804,Social Media Marketing,Healthismplus Technologies Private Limited,Mumbai,Immediately,3 Months,"5,000-8,000 /month",19 Aug' 22
6805,Fashion Design,Urban Darzi,Work From Home,Immediately,3 Months,"3,000 /month",20 Aug' 22
6806,Business Development (Sales),Auxilium Corporate Consultants Private Limited,Jaipur,Immediately,6 Months,"8,000 /month",20 Aug' 22
6807,Business Development (Sales),Trueshopie,Work From Home,Immediately,1 Month,"3,000 /month",20 Aug' 22
6808,Social Media Marketing,Siri Sampada Group,Hyderabad,Immediately,6 Months,"10,000-15,000 /month",19 Aug' 22
6809,Copywriting,IDZ Digital Private Limited,Mumbai,Immediately,6 Months,"8,000 /month",19 Aug' 22
6810,Fashion Design,Swazzel LLP,Noida,Immediately,2 Months,"2,000-3,500 /month",19 Aug' 22
6811,Human Resources (HR),Wife,Mumbai,Immediately,3 Months,"10,000 /month",19 Aug' 22
6812,Operations,Crossindia Cruises,Kolkata,Immediately,3 Months,"15,000 /month",19 Aug' 22
6813,Business Development (Sales),Franchise Alpha,Mumbai,Immediately,3 Months,"7,500 /month",20 Aug' 22
6814,Marketing,Farmer's Table,Work From Home,Immediately,2 Months,"1,000-5,000 /month",19 Aug' 22
6815,Human Resources (HR),Saroj Jalan,Kolkata,Immediately,4 Months,"5,000 /month",20 Aug' 22
6816,Graphic Design,APTCODER,Work From Home,Immediately,4 Months,"6,000 /month",20 Aug' 22
6817,Graphic Design,Farmer's Table,Work From Home,Immediately,3 Months,500 /month +  Incentives,20 Aug' 22
6818,UI/UX Design,Avegen,Pune,Immediately,3 Months,"15,000 /month",19 Aug' 22
6819,Full Stack Development,Confluence Educational Services Private Limited,Hyderabad,Immediately,6 Months,"20,000 /month",19 Aug' 22
6820,Finance/Equity Shares Research Analysis,Talent Corner HR Services,Work From Home,Immediately,3 Months,"10,000 lump sum",19 Aug' 22
6821,Web Development,Deziniks Private Limited,Work From Home,Immediately,2 Months,"1,000 /month",20 Aug' 22
6822,SEO Execute,Recenturesoft Infotech Private Limited,Delhi,Immediately,3 Months,"7,000-10,000 /month",19 Aug' 22
6823,3D Animation & Modeling,Smapit Media (OPC) Private Limited,Work From Home,Immediately,5 Months,"10,000-25,000 /month",24 Aug' 22
6824,Digital Marketing,Moha,Thane,Immediately,4 Months,"12,000-15,000 /month",19 Aug' 22
6825,French Content Writing,Fleapo Private Limited,Work From Home,Immediately,1 Month,"3,000 /month",20 Aug' 22
6826,Typing,Digislots,Lucknow,Immediately,3 Months,"2,000 /month",19 Aug' 22
6827,Sales (Financial Product),Talent Corner HR Services,Work From Home,Immediately,3 Months,"10,000 lump sum",19 Aug' 22
6828,Content Writing,LeadSquared,Bangalore,Immediately,3 Months,"18,000 /month",19 Aug' 22
6829,Digital Marketing,Datagardener Limited,Noida,Immediately,6 Months,"10,000 /month +  Incentives",19 Aug' 22
6830,Content Writing,Desi Art Room,Work From Home,Immediately,1 Month,"3,000 /month",20 Aug' 22
6831,Accounts,Zentrum Technologies Private Limited,Delhi,Immediately,6 Months,"8,000-12,000 /month",19 Aug' 22
6832,Social Media Marketing,Rang De Bharat Foundation,Bangalore,Immediately,4 Months,"4,500 /month",20 Aug' 22
6833,Mobile App Development,Circle Health,Bangalore,Immediately,6 Months,"20,000 /month",20 Aug' 22
6834,Social Media Marketing,TripHawker,Delhi,Immediately,3 Months,"10,000 /month",20 Aug' 22
6835,Search Engine Optimization (SEO),Cyberninza Services,Work From Home,Immediately,3 Months,"1,500-3,000 /month",19 Aug' 22
6836,Engineering,Avegen,Pune,Immediately,3 Months,"15,000 /month",19 Aug' 22
6837,Content Writing,Xfinite Global PLC (Mzaalo),Work From Home,Immediately,4 Months,"3,000 /month",20 Aug' 22
6838,Pre Sales Management,Efficacy Global Sales Solutions Private Limited,Delhi,Immediately,3 Months,"18,000 /month",19 Aug' 22
6839,Content Writing,Edulyf Digital Education Private Limited,Work From Home,Immediately,6 Months,"4,000 /month",19 Aug' 22
6840,Video Making/Editing,Nikhil Bhintade,Work From Home,Immediately,3 Months,"2,500 /month +  Incentives",19 Aug' 22
6841,Retail Sales,Koskii,Chennai,Immediately,4 Months,"10,000 /month",19 Aug' 22
6842,Graphic Design,Ajit Singh Lamba,Work From Home,Immediately,3 Months,"5,000 /month",19 Aug' 22
6843,Business Development (Sales),Chessbrainz Chess Academy,Mumbai,Immediately,2 Months,"10,000 /month",19 Aug' 22
6844,Search Engine Optimization (SEO),Spice Basket,Work From Home,Immediately,2 Months,"2,500 /month",20 Aug' 22
6845,Marketing,IDesign Market,Delhi,Immediately,6 Months,"10,000 /month",19 Aug' 22
6846,Web Development,DesignTech Systems Limited,Mumbai,Immediately,6 Months,"10,000 /month",19 Aug' 22
6847,Mechanical Engineering,Yolabs,Bangalore,Immediately,4 Months,"11,000-15,000 /month",22 Aug' 22
6848,Digital Marketing,Unique Square,Bangalore,Immediately,6 Months,"5,000-15,000 /month",19 Aug' 22
6849,Digital Marketing,Rozihub,Mumbai,Immediately,1 Month,"3,000 /month +  Incentives",19 Aug' 22
6850,Marketing,M S Agarwal Foundries,Bangalore,Immediately,2 Months,"10,000 /month",19 Aug' 22
6851,Policy Research,FISME,Delhi,Immediately,2 Months,"7,000-12,000 /month",19 Aug' 22
6852,Social Media Marketing,MavensWood Investments Limited,Amritsar,Immediately,3 Months,"2,000 /month +  Incentives",19 Aug' 22
6853,Operations,Rentkar,Delhi,Immediately,6 Months,"10,000-12,000 /month",20 Aug' 22
6854,Marketing,Herbs Nutriproducts Private Limited (Pure Nutrition),Work From Home,Immediately,6 Months,"3,000 /month",19 Aug' 22
6855,Marketing,PMS Consulting,Delhi,Immediately,2 Months,"6,000-8,000 /month",19 Aug' 22
6856,Business Research,TheRightDoctors,Work From Home,Immediately,6 Months,"5,000 /month",19 Aug' 22
6857,Human Resources (HR),PMS Consulting,Delhi,Immediately,2 Months,"6,000-8,000 /month",19 Aug' 22
6858,Customer Support,Stirring Minds,Delhi,Immediately,3 Months,"15,000-18,000 /month",19 Aug' 22
6859,Human Resources (HR),Elements HR Services,Delhi,Immediately,3 Months,"7,000-12,000 /month",23 Aug' 22
6860,Business Development (Sales),Fasttrack HR Services Private Limited,Indore,Immediately,2 Months,"5,000-10,000 /month",19 Aug' 22
6861,Business Development (Sales),Rozihub,Mumbai,Immediately,1 Month,"3,000 /month +  Incentives",19 Aug' 22
6862,Telecalling,Chirag Jain,Work From Home,Immediately,1 Month,"1,000 /month",19 Aug' 22
6863,Social Media Marketing,Giggr - The Future Of Work,Bangalore,Immediately,3 Months,"10,000 /month",19 Aug' 22
6864,Content Writing,Liyokki,Mumbai,Immediately,3 Months,"10,000 /month",19 Aug' 22
6865,Human Resources (HR),Ogni Esco Private Limited,Hyderabad,Immediately,2 Months,"5,000-7,500 /month",20 Aug' 22
6866,Web Development,Fitpeo Inc,Work From Home,Immediately,6 Months,"10,000 /month",19 Aug' 22
6867,Video Making/Editing,Dyeus,Work From Home,Immediately,6 Months,"25,000-60,000 /month",20 Aug' 22
6868,Blender 3D Art,Trisetra,Work From Home,Immediately,3 Months,"20,000-25,000 /month",19 Aug' 22
6869,Human Resources (HR),M S Agarwal Foundries,Bangalore,Immediately,2 Months,"10,000 /month",19 Aug' 22
6870,Social Media Marketing,Saroj Jalan,Kolkata,Immediately,6 Months,"5,000 /month",20 Aug' 22
6871,Web Development,Quantta Analytics,Kolkata,Immediately,4 Months,"8,000 /month",20 Aug' 22
6872,Business Development (Sales),MentorBoxx,Work From Home,Immediately,2 Months,"5,000-10,000 /month",19 Aug' 22
6873,Content Writing,Anvil Media,Mumbai,Immediately,3 Months,"5,000 /month",20 Aug' 22
6874,Wix Development,BS Group,Work From Home,Immediately,4 Months,"1,000-3,000 /month",19 Aug' 22
6875,Copywriting,BS Group,Work From Home,Immediately,4 Months,"1,500-5,000 /month",19 Aug' 22
6876,Content Writing,FlytBase Labs,Pune,Immediately,6 Months,"15,000 /month",20 Aug' 22
6877,Video Making/Editing,Jingle Kart,Work From Home,Immediately,3 Months,"4,500 /month",19 Aug' 22
6878,Social Media Marketing,Jugadu.in,Work From Home,Immediately,1 Month,"2,000-2,500 /month",20 Aug' 22
6879,2D Animation,PLD Industries,Work From Home,Immediately,1 Month,"5,000 /month +  Incentives",19 Aug' 22
6880,Content Research,TheRightDoctors,Work From Home,Immediately,6 Months,"5,000 /month",19 Aug' 22
6881,Graphic Design,Lithous Services Private Limited,Gurgaon,Immediately,1 Month,"10,000 /month",19 Aug' 22
6882,Machine Learning,Zoffers Private Limited,Work From Home,Immediately,3 Months,"5,000-10,000 /month",19 Aug' 22
6883,Mobile App Development,PRIVIE APPAREL PRIVATE LIMITED,Jaipur,Immediately,3 Months,"3,000 /month",19 Aug' 22
6884,Business Analysis,Dough One Sources Private Limited,Sonipat,Immediately,6 Months,"12,000-15,000 /month",19 Aug' 22
6885,Human Resources (HR),SI Telecom Private Limited,Work From Home,Immediately,2 Months,"6,000 /month",20 Aug' 22
6886,Interior Design,Zaveri IT Solutions LLC,Work From Home,Immediately,1 Month,"1,000-2,000 /month",19 Aug' 22
6887,Content Writing (Football),Sports4All,Work From Home,Immediately,3 Months,"2,000-5,000 /month",19 Aug' 22
6888,Academic Video Content Curation,Law Bank,Work From Home,Immediately,1 Month,"4,000-6,000 /month",19 Aug' 22
6889,Operations,FreshPlate Foodtech Private Limited,Work From Home,Immediately,3 Months,"10,000 /month",20 Aug' 22
6890,Accounts,Talent Corner HR Services,Navi Mumbai,Immediately,3 Months,"10,000 lump sum",19 Aug' 22
6891,Insurance Marketing,Talent Corner HR Services,Work From Home,Immediately,3 Months,"10,000 lump sum",19 Aug' 22
6892,Digital Marketing,The Tec Tigers,Work From Home,Immediately,3 Months,"3,000 /month",19 Aug' 22
6893,Film Production (Research & Assistance),United9 Entertainment,Chennai,Immediately,3 Months,"7,000 /month",20 Aug' 22
6894,Human Resources (HR),Autonom8,Chennai,Immediately,3 Months,"12,000 /month",19 Aug' 22
6895,Motion Graphics Design,The Browser,Chandigarh,Immediately,6 Months,"15,000-18,000 /month",19 Aug' 22
6896,Project Management,Seventh Triangle Consulting,Work From Home,Immediately,2 Months,"10,000 /month",19 Aug' 22
6897,Digital Marketing,Engineeers Passion,Work From Home,Immediately,6 Months,"5,000 /month",20 Aug' 22
6898,Financial Market,Nneell Invest,Work From Home,Immediately,3 Months,"1,000-5,000 /month",19 Aug' 22
6899,Operations (Editorial),Cactus Communications Private Limited,Work From Home,Immediately,6 Months,"18,000 /month",20 Aug' 22
6900,Content Writing,Kickstart Digital,Chennai,Immediately,6 Months,"6,000 /month",20 Aug' 22
6901,Human Resources (HR),Zero Cost Marketing,Pune,Immediately,2 Months,"2,000 /month",20 Aug' 22
6902,Customer Acquisition & Success,Datalligence AI Private Limited,Chennai,Immediately,3 Months,"5,000 /month",19 Aug' 22
6903,YouTube Management,Scoreplus,Noida,Immediately,2 Months,"10,000 /month",19 Aug' 22
6904,Key Account Management,Aufklarung Office Space Solutions,Pune,Immediately,6 Months,"5,000 /month +  Incentives",19 Aug' 22
6905,Web Development,DesignOmark Private Limited,Delhi,Immediately,2 Months,"6,000-20,000 /month",20 Aug' 22
6906,Marketing,Webalar,Work From Home,Immediately,2 Months,"1,000 /month +  Incentives",19 Aug' 22
6907,Business Development (Sales),Vaizle,Chandigarh,Immediately,6 Months,"8,000-12,000 /month",19 Aug' 22
6908,Business Development (Sales),Vyom Landbase Private Limited,Gurgaon,Immediately,3 Months,"10,000-15,000 /month",19 Aug' 22
6909,Literature & Aesthetics,DeepThought Edutech Ventures Private Limited,Work From Home,Immediately,6 Months,"4,000 /month",19 Aug' 22
6910,Digital Marketing,Neeti Brand Accelerator,Work From Home,Immediately,6 Months,"15,000-25,000 /month",19 Aug' 22
6911,Interior Design,Atavika Interiors Private Limited,Navi Mumbai,Immediately,2 Months,"10,000-20,000 /month",19 Aug' 22
6912,Social Media Marketing,Chahak Roda,Work From Home,Immediately,3 Months,"5,000-7,000 /month",19 Aug' 22
6913,Java Spring Boot Development,IG Drones,Work From Home,Immediately,6 Months,"7,000 /month",19 Aug' 22
6914,HR Recruitment,OneKEE,Work From Home,Immediately,4 Months,"1,500 /month",20 Aug' 22
6915,Content Writing,Fabricroot,Delhi,Immediately,3 Months,"15,000 /month",22 Aug' 22
6916,Content Writing,What's Up Life,Work From Home,Immediately,3 Months,"3,000 /month",19 Aug' 22
6917,Graphic Design,Web Hawks,Work From Home,Immediately,3 Months,"5,000 /month",19 Aug' 22
6918,Customer Service,Moretasks Business Solution Limited,Gurgaon,Immediately,6 Months,"20,000-25,000 /month",19 Aug' 22
6919,Influencer Marketing (Part Of Digital Marketing),Experto Lab Private Limited,Work From Home,Immediately,4 Months,"8,000 /month +  Incentives",19 Aug' 22
6920,Digital Marketing,Idiotic Media,Gurgaon,Immediately,3 Months,"6,000 /month",20 Aug' 22
6921,Hotel Management,Ramada By Wyndham,Gandhidham,Immediately,4 Months,"2,000 /month",19 Aug' 22
6922,Law/Legal,Karytron Electricals Private Limited,Work From Home,Immediately,1 Week,Unpaid,19 Aug' 22
6923,Digital Marketing,The Solar Labs,Work From Home,Immediately,6 Months,"10,000 /month",20 Aug' 22
6924,Human Resources (HR),AppOctet Technologies Private Limited,Work From Home,Immediately,6 Months,"5,000 /month",20 Aug' 22
